[2025-06-09T04:55:23.883+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: kafka_data_pipeline.run_kafka_producer manual__2025-06-09T04:55:22.320012+00:00 [queued]>
[2025-06-09T04:55:23.892+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: kafka_data_pipeline.run_kafka_producer manual__2025-06-09T04:55:22.320012+00:00 [queued]>
[2025-06-09T04:55:23.893+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2025-06-09T04:55:23.913+0000] {taskinstance.py:2191} INFO - Executing <Task(BashOperator): run_kafka_producer> on 2025-06-09 04:55:22.320012+00:00
[2025-06-09T04:55:23.928+0000] {standard_task_runner.py:60} INFO - Started process 122 to run task
[2025-06-09T04:55:23.933+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'kafka_data_pipeline', 'run_kafka_producer', 'manual__2025-06-09T04:55:22.320012+00:00', '--job-id', '3', '--raw', '--subdir', 'DAGS_FOLDER/kafka_data_pipeline.py', '--cfg-path', '/tmp/tmp3n0nt5bp']
[2025-06-09T04:55:23.936+0000] {standard_task_runner.py:88} INFO - Job 3: Subtask run_kafka_producer
[2025-06-09T04:55:24.124+0000] {task_command.py:423} INFO - Running <TaskInstance: kafka_data_pipeline.run_kafka_producer manual__2025-06-09T04:55:22.320012+00:00 [running]> on host 01df0afd9dcb
[2025-06-09T04:55:24.232+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='kafka_data_pipeline' AIRFLOW_CTX_TASK_ID='run_kafka_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-06-09T04:55:22.320012+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-06-09T04:55:22.320012+00:00'
[2025-06-09T04:55:24.234+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-06-09T04:55:24.235+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/***/ecom_etl/kafka_scripts/producer.py']
[2025-06-09T04:55:24.259+0000] {subprocess.py:86} INFO - Output:
[2025-06-09T04:56:02.574+0000] {subprocess.py:93} INFO - 🚀 Initializing Kafka producer with bootstrap servers: kafka:29092
[2025-06-09T04:56:02.582+0000] {subprocess.py:93} INFO - ✅ Successfully connected to Kafka
[2025-06-09T04:56:02.582+0000] {subprocess.py:93} INFO - Starting e-commerce event simulation...
[2025-06-09T04:56:02.582+0000] {subprocess.py:93} INFO - Press Ctrl+C to stop
[2025-06-09T04:56:02.582+0000] {subprocess.py:93} INFO - 
[2025-06-09T04:56:02.582+0000] {subprocess.py:93} INFO - 🚀 Starting e-commerce event simulation for 10 minutes...
[2025-06-09T04:56:02.583+0000] {subprocess.py:93} INFO - 📊 Generating ~3 events per second
[2025-06-09T04:56:02.583+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 0
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 9
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 10
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 12
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 9
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 25
[2025-06-09T04:56:02.585+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 27
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 14
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 30
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 15
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 32
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 34
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 36
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 37
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 38
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 17
[2025-06-09T04:56:02.586+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 40
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 42
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 45
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 18
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 48
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 50
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 51
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 13
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 20
[2025-06-09T04:56:02.587+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 53
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 56
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 22
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 58
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 61
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 23
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 63
[2025-06-09T04:56:02.588+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 24
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 64
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 66
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 15
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 67
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 69
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 71
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 73
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 27
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 28
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 74
[2025-06-09T04:56:02.589+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 77
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 29
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 78
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 81
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 20
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 83
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 32
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 84
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 85
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 23
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 86
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 24
[2025-06-09T04:56:02.590+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 35
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 88
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 91
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 92
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 94
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 37
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 8
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 40
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 95
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 41
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 98
[2025-06-09T04:56:02.591+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 42
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 100
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 101
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 103
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 105
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 107
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 44
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 9
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 110
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 111
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 45
[2025-06-09T04:56:02.592+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 47
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 113
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 48
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 117
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 118
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 120
[2025-06-09T04:56:02.593+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 123
[2025-06-09T04:56:39.411+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 30
[2025-06-09T04:56:39.417+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 127
[2025-06-09T04:56:39.417+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 129
[2025-06-09T04:56:39.417+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 13
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 131
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 133
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 135
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 136
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 33
[2025-06-09T04:56:39.418+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 138
[2025-06-09T04:56:39.419+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 139
[2025-06-09T04:56:39.419+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 34
[2025-06-09T04:56:39.419+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 59
[2025-06-09T04:56:39.419+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 145
[2025-06-09T04:56:39.419+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 147
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 151
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 153
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 156
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 158
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 37
[2025-06-09T04:56:39.420+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 161
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 164
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 39
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 14
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 167
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 42
[2025-06-09T04:56:39.421+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 171
[2025-06-09T04:56:39.422+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 43
[2025-06-09T04:56:39.422+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 45
[2025-06-09T04:56:39.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 174
[2025-06-09T04:56:39.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 175
[2025-06-09T04:56:39.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 176
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 48
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 17
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 179
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 183
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 184
[2025-06-09T04:56:39.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 72
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 188
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 74
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 191
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 192
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 76
[2025-06-09T04:56:39.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 77
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 22
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 79
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 198
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 200
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 81
[2025-06-09T04:56:39.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 83
