[2025-06-09T05:17:53.161+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: kafka_data_pipeline.run_kafka_producer scheduled__2025-06-09T05:12:00+00:00 [queued]>
[2025-06-09T05:17:53.167+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: kafka_data_pipeline.run_kafka_producer scheduled__2025-06-09T05:12:00+00:00 [queued]>
[2025-06-09T05:17:53.167+0000] {taskinstance.py:2170} INFO - Starting attempt 2 of 3
[2025-06-09T05:17:53.174+0000] {taskinstance.py:2191} INFO - Executing <Task(BashOperator): run_kafka_producer> on 2025-06-09 05:12:00+00:00
[2025-06-09T05:17:53.182+0000] {standard_task_runner.py:60} INFO - Started process 561 to run task
[2025-06-09T05:17:53.186+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'kafka_data_pipeline', 'run_kafka_producer', 'scheduled__2025-06-09T05:12:00+00:00', '--job-id', '4', '--raw', '--subdir', 'DAGS_FOLDER/kafka_data_pipeline.py', '--cfg-path', '/tmp/tmpsqd5sc_b']
[2025-06-09T05:17:53.187+0000] {standard_task_runner.py:88} INFO - Job 4: Subtask run_kafka_producer
[2025-06-09T05:17:53.233+0000] {task_command.py:423} INFO - Running <TaskInstance: kafka_data_pipeline.run_kafka_producer scheduled__2025-06-09T05:12:00+00:00 [running]> on host 3f5e8dfaf78e
[2025-06-09T05:17:53.287+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='kafka_data_pipeline' AIRFLOW_CTX_TASK_ID='run_kafka_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-06-09T05:12:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-06-09T05:12:00+00:00'
[2025-06-09T05:17:53.289+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-06-09T05:17:53.291+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'timeout 60 python /opt/***/ecom_etl/kafka_scripts/producer.py']
[2025-06-09T05:17:53.308+0000] {subprocess.py:86} INFO - Output:
[2025-06-09T05:18:30.384+0000] {subprocess.py:93} INFO - 🚀 Initializing Kafka producer with bootstrap servers: kafka:29092
[2025-06-09T05:18:30.401+0000] {subprocess.py:93} INFO - ✅ Successfully connected to Kafka
[2025-06-09T05:18:30.402+0000] {subprocess.py:93} INFO - Starting e-commerce event simulation...
[2025-06-09T05:18:30.402+0000] {subprocess.py:93} INFO - Press Ctrl+C to stop
[2025-06-09T05:18:30.402+0000] {subprocess.py:93} INFO - 
[2025-06-09T05:18:30.403+0000] {subprocess.py:93} INFO - 🚀 Starting e-commerce event simulation for 10 minutes...
[2025-06-09T05:18:30.403+0000] {subprocess.py:93} INFO - 📊 Generating ~3 events per second
[2025-06-09T05:18:30.403+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 31
[2025-06-09T05:18:30.407+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 107
[2025-06-09T05:18:30.407+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 108
[2025-06-09T05:18:30.407+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 109
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 110
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 36
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 36
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 111
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 37
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 112
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 113
[2025-06-09T05:18:30.408+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 37
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 114
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 115
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 116
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 117
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 11
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 118
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 119
[2025-06-09T05:18:30.409+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 120
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 121
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 38
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 39
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 122
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 40
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 38
[2025-06-09T05:18:30.410+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 12
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 123
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 124
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 39
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 125
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 40
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 126
[2025-06-09T05:18:30.411+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 127
[2025-06-09T05:18:30.412+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 128
[2025-06-09T05:18:30.412+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 129
[2025-06-09T05:18:30.412+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 41
[2025-06-09T05:18:30.421+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 42
[2025-06-09T05:18:30.421+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 130
[2025-06-09T05:18:30.421+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 131
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 132
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 41
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 43
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 133
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 134
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 44
[2025-06-09T05:18:30.422+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 135
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 42
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 136
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 137
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 43
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 138
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 44
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 45
[2025-06-09T05:18:30.423+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 139
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 45
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 46
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 140
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 141
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 142
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 143
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 144
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 47
[2025-06-09T05:18:30.424+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 46
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 13
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 14
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 47
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 48
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 49
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 145
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 48
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 146
[2025-06-09T05:18:30.425+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 147
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent order_completed to ecommerce.orders.completed - Partition: 0, Offset: 15
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 148
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 49
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 149
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 50
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 50
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent add_to_wishlist to ecommerce.wishlist.add - Partition: 0, Offset: 51
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent add_to_cart to ecommerce.cart.add - Partition: 0, Offset: 51
[2025-06-09T05:18:30.426+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 150
[2025-06-09T05:18:30.427+0000] {subprocess.py:93} INFO - ✅ Sent product_view to ecommerce.product.views - Partition: 0, Offset: 151
